"","PopNumber","PopName","Year","ML","ShelfNumber","ShelfPlacement","CorollaWidth","CorollaLength","Stress","measurementWave","Nectar","ID","ASD","cw_adj","cl_adj","asd_adj","brix_adj","normCW","normCL","normASD","normBrix","facYear","PopulationName","State","FieldType","Lat","Long","NumberIndsED50"
"289","10","DuplinWest",2012,"20",19,1,56.51,55.4,0,2,2.8,"19.1",-4.28,1.22087557525047,1.09588419182027,6.17760517799353,0.868424831283205,0.726549772122317,0.723432956457015,-1.5198444491639,0.0541820477949194,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"290","10","DuplinWest",2003,"20",11,12,NA,NA,0,2,4.1,"11.12",NA,NA,NA,NA,1.37372320125716,NA,NA,NA,0.707812059248756,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"291","10","DuplinWest",2003,"14",11,6,53.32,47.1,0,1,NA,"11.6",-2.01,1.15655998247741,0.935345640348259,3.74408148284089,NA,1.01448832079244,0.0382423815175374,-0.520626108650797,NA,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"292","10","DuplinWest",2016,"18",17,12,NA,NA,0,1,1,"17.12",NA,NA,NA,NA,0.32429061428126,NA,NA,NA,-1.31801089730354,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"293","10","DuplinWest",2003,"14",11,18,38.21,42.22,0,2,0.8,"11.18",-5.63,0.828810144982408,0.838435094172048,10.4871536061663,0.268043551464811,-1.10539467597427,-0.547841721475328,-2.01090989150079,-1.43687410565289,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"294","10","DuplinWest",2012,"32",6,5,NA,NA,0,2,0.8,"6.5",NA,NA,NA,NA,0.24812138036663,NA,NA,NA,-1.4516284695911,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"295","10","DuplinWest",2016,"15",5,8,NA,NA,0,2,7.9,"5.8",NA,NA,NA,NA,2.56189585282195,NA,NA,NA,1.86273186742165,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"296","10","DuplinWest",2012,"22",13,10,44.7,49.27,0,1,NA,"13.10",-0.68,0.965725326733254,0.974624803808387,0.981488673139158,NA,0.168782155600948,-0.153978626639518,0.0281049133498031,NA,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"297","10","DuplinWest",2012,"32",19,21,55.75,55.88,0,2,1.4,"19.21",-4.53,1.20445608423666,1.10537921730896,6.53844660194174,0.434212415641602,0.70875635573653,0.790037100868009,-1.60216970776398,-0.823024911500284,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"298","10","DuplinWest",2016,"3",1,24,52.08,63.07,0,1,NA,"1.24",5.98,1.11339159669986,1.24827391962974,-6.09504020325664,NA,0.739200575566886,1.54345642925886,2.12225386846643,NA,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"299","10","DuplinWest",2003,"2",12,18,NA,NA,0,2,1,"12.18",NA,NA,NA,NA,0.335054439331014,NA,NA,NA,-1.15136710817293,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"300","10","DuplinWest",2012,"20",7,9,39.55,51.73,0,2,3,"7.9",-1.63,0.854461670521257,1.02328680943795,2.35268608414239,0.930455176374862,-0.499198968247341,0.204343970391579,-0.371836014241582,0.204499781194164,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"301","10","DuplinWest",2012,"36",4,14,62.79,62.34,0,1,9,"4.14",-0.489999999999995,1.35655242204879,1.23316643534432,0.707249190938504,2.79136552912459,0.831171878365227,1.66003235806564,0.108872727965533,2.00696784947981,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"302","10","DuplinWest",2016,"18",5,10,48.46,61.42,0,1,6.4,"5.10",3.01000000000001,1.03600147419499,1.21561731637321,-3.06790485147199,2.07545993140006,0.234693850520817,1.34043855154859,1.44038518029244,1.37778644993723,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"303","10","DuplinWest",2016,"15",13,23,NA,NA,0,2,5.4,"13.23",NA,NA,NA,NA,1.7511693171188,NA,NA,NA,1.06150262970458,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"304","10","DuplinWest",2016,"21",17,23,56.45,62.09,0,2,4.2,"17.23",2.23,1.20681558436457,1.22887787648344,-2.27289960756895,1.36202057998129,1.34823217458659,1.42287611401276,1.25983339895587,0.666944331894732,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"305","10","DuplinWest",2003,"21",13,1,47.41,59.03,0,2,2,"13.1",-2.55,1.02836663108129,1.17226015179953,4.74995412002202,0.670108878662027,0.168193182970271,0.593216412721914,-0.76654892295057,-0.311469289368747,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"306","10","DuplinWest",2016,"13",3,23,44.49,49.74,0,2,4.1,"3.23",0.419999999999995,0.951128881282194,0.984448149078536,-0.428079746717016,1.32959151855316,-0.318591149046282,-0.0966819403641215,0.618521114209721,0.651966045359516,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"307","10","DuplinWest",2016,"2",5,20,53.36,56.6,0,1,6.8,"5.20",-1.12,1.140756059906,1.12022045110264,1.14154599124539,2.20517617711257,0.91758969381522,0.747380266358581,0.0121096112941921,1.40961347433076,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"308","10","DuplinWest",2012,"22",13,10,54.44,51.8,0,2,3,"13.10",-1.65,1.17615406683128,1.02467150065505,2.38155339805825,0.930455176374862,0.674508233764198,0.214414041161197,-0.387944911546738,0.204499781194164,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"309","10","DuplinWest",2016,"2",19,22,43.21,46.26,0,2,3.6,"19.22",-4.86,0.923764418076053,0.915572404028409,4.95349421201125,1.16744621141254,-0.496980267294616,-0.524865100625785,-1.51238958606768,0.455098382655936,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"310","10","DuplinWest",2016,"18",17,12,29.23,35.09,0,2,6,"17.12",-4.25,0.624893171496483,0.694497095922111,4.33175934177938,1.94574368568756,-2.44532391816314,-1.89923461215532,-1.44038518029244,1.28981360052715,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"311","10","DuplinWest",2003,"12",8,20,NA,NA,0,2,6,"8.20",NA,NA,NA,NA,2.01032663598608,NA,NA,NA,1.38573071460501,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"312","10","DuplinWest",2016,"3",9,6,54.25,62.99,0,1,4,"9.6",-1.77,1.15978291322902,1.24669056916882,1.80405036116459,1.29716245712504,1.04162587759726,1.53361313821836,-0.320232259084851,0.622438081950475,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"313","10","DuplinWest",2003,"14",11,18,34.32,51.35,0,2,4.2,"11.18",1.13,0.744432456838426,1.01974519388287,-2.10488162965682,1.40722864519026,-1.62586085781478,0.324255789975125,0.607507815864074,0.776953967017535,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"314","10","DuplinWest",2012,"18",15,18,50.28,53.71,0,1,NA,"15.18",2.04,1.08627895812412,1.06245378957882,-2.94446601941747,NA,0.526286133426227,0.486603882639083,1.0949407362183,NA,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"315","10","DuplinWest",2003,"2",14,15,46.76,52.43,0,1,NA,"14.15",-2.26,1.01426753151995,1.0411926098399,4.20976325931363,NA,0.0763937624522935,0.376927171627718,-0.607507815864074,NA,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"316","10","DuplinWest",2016,"21",9,16,37.16,44.63,1,1,NA,"9.16",-0.98,0.794424572453277,0.883311638387114,0.998852742339717,NA,-1.34014758401526,-0.725422155575931,0.0970265450363141,NA,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"317","10","DuplinWest",2012,"18",14,10,42.46,48.01,0,2,3,"14.10",-0.399999999999999,0.917331037429395,0.949700361900562,0.57734627831715,0.930455176374862,-0.0644651178053319,-0.340975970087374,0.122074445801666,0.204499781194164,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"318","10","DuplinWest",2012,"20",7,9,NA,NA,0,2,0,"7.9",NA,NA,NA,NA,0,NA,NA,NA,-2.42207656407727,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"319","10","DuplinWest",2003,"15",18,9,NA,NA,0,2,1.4,"18.9",NA,NA,NA,NA,0.469076215063419,NA,NA,NA,-0.681093396328334,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"320","10","DuplinWest",2016,"21",17,23,37.87,39.45,0,2,3,"17.23",-0.129999999999999,0.809603298137934,0.780789696042385,0.132500873983839,0.972871842843779,-1.24119736998688,-1.36277525044818,0.464189368811728,0.194028142423926,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"321","10","DuplinWest",2012,"22",13,10,NA,NA,0,2,2,"13.10",NA,NA,NA,NA,0.620303450916575,NA,NA,NA,-0.437102468686399,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"322","10","DuplinWest",2003,"15",6,4,49.14,48.12,0,2,5,"6.4",-0.93,1.06589192683684,0.955601533196565,1.73233620847862,1.67527219665507,0.413783415496994,0.120780456321083,-0.0514723967600686,1.00846177225033,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"323","10","DuplinWest",2003,"15",18,9,32.17,36.22,0,2,4,"18.9",0.290000000000003,0.697796973674014,0.719282783299659,-0.540190860708392,1.34021775732405,-1.90841006450071,-2.11997916714174,0.249523758925411,0.644481914523707,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"324","10","DuplinWest",2016,"3",1,24,NA,NA,0,2,1,"1.24",NA,NA,NA,NA,0.32429061428126,NA,NA,NA,-1.31801089730354,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"325","10","DuplinWest",2003,"22",14,12,43.26,48.18,0,2,3,"14.12",-4.17,0.938349303112771,0.956793056305289,7.76757203156542,1.00516331799304,-0.413305473611571,0.125320773171497,-1.48975374109033,0.173006184801235,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"326","10","DuplinWest",2003,"21",13,1,48.1,52.37,0,2,2,"13.1",-2.67,1.0433333675387,1.04000108673117,4.97348137272894,0.670108878662027,0.265926941562942,0.374166742579106,-0.814366298086974,-0.311469289368747,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"327","10","DuplinWest",2016,"15",13,19,34.4,44.92,0,1,NA,"13.19",-2.72,0.735419948665036,0.889051283807958,2.7723259787388,NA,-1.72479912023823,-0.689740225554125,-0.756623660006236,NA,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"328","10","DuplinWest",2016,"15",13,19,39.68,50.14,0,1,NA,"13.19",-3.31,0.848298359390367,0.992364901383148,3.373676099127,NA,-0.98894400746385,-0.0474654851616317,-0.986941133731426,NA,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"329","10","DuplinWest",2016,"13",3,23,55.78,43.15,0,2,2.6,"3.23",1,1.19249199815511,0.854019654860049,-1.01923749218338,0.843155597131275,1.25485662050348,-0.907523039825144,0.789274322700104,0.00602558519939534,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"330","10","DuplinWest",2012,"18",15,18,NA,NA,0,2,3.8,"15.18",NA,NA,NA,NA,1.17857655674149,NA,NA,NA,0.4844219837683,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"331","10","DuplinWest",2012,"29",11,21,NA,NA,0,2,1.2,"11.21",NA,NA,NA,NA,0.372182070549945,NA,NA,NA,-0.995600185841957,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"332","10","DuplinWest",2016,"6",5,7,NA,NA,0,2,1,"5.7",NA,NA,NA,NA,0.32429061428126,NA,NA,NA,-1.31801089730354,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"333","10","DuplinWest",2016,"18",5,10,47.17,56.46,0,1,6,"5.10",0.870000000000001,1.00842322612005,1.11744958779602,-0.886736618199545,1.94574368568756,0.0549110672861676,0.730154507037709,0.740598037877921,1.28981360052715,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"334","10","DuplinWest",2016,"18",3,10,51.55,59.97,0,1,3.9,"3.10",-0.189999999999998,1.10206099865356,1.18691908926899,0.193655123514841,1.26473339569691,0.665336331292185,1.16202890143956,0.450744212615359,0.579132162255556,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"335","10","DuplinWest",2012,"29",16,8,50.47,45.38,0,2,3.2,"16.8",1.25,1.09038383087757,0.897675534743751,-1.8042071197411,0.99248552146652,0.534695161141238,-0.739373091314137,0.750564490639591,0.328830311646456,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"336","10","DuplinWest",2012,"22",12,3,47.53,45.69,0,2,1.4,"12.3",1.76,1.02686632616625,0.9038077387052,-2.54032362459547,0.434212415641602,0.380649956733491,-0.691824000259197,0.982488000265448,-0.823024911500284,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"337","10","DuplinWest",2016,"3",1,24,52.31,67.75,0,1,NA,"1.24",3.46,1.11830864868221,1.3408999215937,-3.52656172295451,NA,0.771254870252134,2.11928895512799,1.55153742057785,NA,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"338","10","DuplinWest",2016,"15",13,19,NA,NA,0,2,1.6,"13.19",NA,NA,NA,NA,0.518864982850016,NA,NA,NA,-0.543859062658913,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"339","10","DuplinWest",2003,"2",14,15,NA,NA,0,2,2,"14.15",NA,NA,NA,NA,0.670108878662027,NA,NA,NA,-0.311469289368747,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"340","10","DuplinWest",2016,"15",5,8,54.22,63.92,0,1,1,"5.8",-2.81,1.15914155862262,1.26509701827704,2.86405735303531,0.32429061428126,1.03744488263832,1.64804139656415,-0.839896922012026,-1.31801089730354,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"341","10","DuplinWest",2016,"15",16,9,38.26,53.84,0,2,5.3,"16.9",-7.89,0.817940908021055,1.06559486020081,8.0417838133269,1.71874025569068,-1.1868444355206,0.407786725461401,-2.12225386846642,1.0302671497481,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"342","10","DuplinWest",2012,"20",7,9,56.25,55.59,0,2,0.2,"7.9",-2.53,1.21525838095628,1.09964263940954,3.65171521035598,0.0620303450916575,0.720621576375732,0.749831465503832,-0.770578765247731,-1.91450582505556,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"343","10","DuplinWest",2012,"36",4,12,52.73,50.87,0,1,6,"4.12",2.04,1.13921021205021,1.00627488877071,-2.94446601941747,1.86091035274972,0.621809838554612,0.0800654282950879,1.0949407362183,1.16166794702686,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"344","10","DuplinWest",2016,"15",16,9,57.58,53.16,0,2,1.8,"16.9",-7.73,1.23097327453874,1.05213638128297,7.87870581457756,0.583723105706268,1.5057163180402,0.324118751617167,-2.01908620058314,-0.395725295814487,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"345","10","DuplinWest",2003,"13",14,21,NA,NA,0,2,4.8,"14.21",NA,NA,NA,NA,1.60826130878887,NA,NA,NA,0.940943784146436,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"346","10","DuplinWest",2016,"9",9,22,34,43.76,0,1,NA,"9.22",-0.209999999999997,0.726868553913117,0.866092702124582,0.214039873358508,NA,-1.78054571969083,-0.832467945641347,0.424093556468029,NA,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"347","10","DuplinWest",2003,"21",8,15,NA,NA,0,2,3,"8.15",NA,NA,NA,NA,1.00516331799304,NA,NA,NA,0.173006184801235,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"348","10","DuplinWest",2016,"2",17,9,50.63,49.92,0,2,3,"17.9",-1.02,1.08239279072415,0.988010687615611,1.03962224202705,0.972871842843779,0.537119152551196,-0.0745345355230011,0.0848669717417474,0.194028142423926,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"349","10","DuplinWest",2012,"32",3,22,48.02,50.34,0,2,2.8,"3.22",1.09,1.03745257695147,0.995790798126938,-1.57326860841424,0.868424831283205,0.410269731967379,0.00295143191950175,0.682744490930993,0.0541820477949194,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"350","10","DuplinWest",2012,"32",6,5,37.82,45.35,1,1,NA,"6.5",-2.31,0.817085723871402,0.897082095650708,3.33417475728155,NA,-0.8607912697232,-0.743983223415109,-0.680381267198749,NA,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"351","10","DuplinWest",2012,"29",11,21,58.46,48.28,0,1,NA,"11.21",0.880000000000003,1.26300453245696,0.955041313737953,-1.27016181229774,NA,0.766278942143728,-0.300700449517416,0.568778117825266,NA,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"352","10","DuplinWest",2012,"22",12,3,36.41,44.7,0,1,NA,"12.3",2.03,0.786623247122097,0.884224248634766,-2.93003236245955,NA,-1.23591074873839,-0.844246499600731,1.07469520606037,NA,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"353","10","DuplinWest",2016,"2",19,22,45.52,45.33,0,2,3,"19.22",1.36,0.973148722768385,0.897165954920185,-1.38616298936941,0.972871842843779,-0.175043655455825,-0.639293358971574,0.910955462885548,0.194028142423926,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"354","10","DuplinWest",2003,"22",16,1,67.09,55.95,0,2,6.6,"16.1",-1.53,1.45524398395367,1.11109529888503,2.84997247201322,2.21135929958469,3.05990202308427,0.510755747511426,-0.296522783364642,1.53839076531748,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"355","10","DuplinWest",2016,"21",9,16,44.36,38.99,0,1,NA,"9.16",-3.36,0.94834967798782,0.771685430892081,3.42463797373617,NA,-0.336708793868378,-1.41937417393104,-1.00684417612662,NA,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"356","10","DuplinWest",2016,"6",10,6,50.5,41.17,0,1,NA,"10.6",-1.49,1.07961358742978,0.814831730952218,1.51866386335324,NA,0.519001507729099,-1.15114449307747,-0.145826987093759,NA,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"357","10","DuplinWest",2016,"21",10,17,NA,NA,0,2,2,"10.17",NA,NA,NA,NA,0.64858122856252,NA,NA,NA,-0.224825041264407,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"358","10","DuplinWest",2016,"9",9,22,NA,NA,0,2,1.4,"9.22",NA,NA,NA,NA,0.454006859993764,NA,NA,NA,-0.728436945916291,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"359","10","DuplinWest",2003,"21",9,4,38.09,45.05,0,1,NA,"9.4",-1.77,0.826207234294162,0.894635267466859,3.29702697742705,NA,-1.12162059585669,-0.163373997021871,-0.414974023271006,NA,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"360","10","DuplinWest",2003,"15",18,9,41.28,43.61,0,1,1,"18.9",-1.76,0.895401276756708,0.866038712857485,3.27839970636814,0.335054439331014,-0.686767596663328,-0.340746667886537,-0.401552849336745,-1.15136710817293,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"361","10","DuplinWest",2016,"21",10,17,38.49,39.98,0,1,NA,"10.17",-3.11,0.822857960003408,0.791279392845996,3.16982860069032,NA,-1.15479014083535,-1.29756344730488,-0.910955462885548,NA,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"362","10","DuplinWest",2016,"3",11,15,58.85,52.18,0,1,NA,"11.15",-0.490000000000002,1.25812395287609,1.03274033813667,0.49942637116986,NA,1.68271177130222,0.203538436371067,0.294840217735973,NA,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"363","10","DuplinWest",2012,"20",13,21,39.76,45.37,0,2,3.2,"13.21",2.16,0.858998635143493,0.897477721712737,-3.11766990291262,0.99248552146652,-0.461350948273204,-0.740909632651951,1.14401879002392,0.328830311646456,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"364","10","DuplinWest",2016,"9",13,16,44.03,48.84,0,1,NA,"13.16",-1.56,0.941294777317487,0.966635456393158,1.59001048780608,NA,-0.382699738416777,-0.207418964569724,-0.182650237170294,NA,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"365","10","DuplinWest",2016,"9",9,23,49.6,48.36,0,2,3,"9.23",-0.650000000000006,1.06037294923796,0.957135353627623,0.662504369919205,0.972871842843779,0.393571658960739,-0.266478710812712,0.244603717909563,0.194028142423926,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"366","10","DuplinWest",2012,"29",11,21,60.92,47.13,0,1,NA,"11.21",-1.19,1.31615183231745,0.932292815171287,1.71760517799352,NA,0.806456095357282,-0.473036582838503,-0.173216422595269,NA,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"367","10","DuplinWest",2016,"9",9,22,NA,NA,0,2,1,"9.22",NA,NA,NA,NA,0.32429061428126,NA,NA,NA,-1.31801089730354,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"368","10","DuplinWest",2016,"15",13,23,47.07,54.11,0,1,NA,"13.23",-5.07,1.00628537743207,1.07093866800642,5.16753408536976,NA,0.0409744174230164,0.441007832723081,-1.55153742057785,NA,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"369","10","DuplinWest",2003,"22",19,17,45.68,41.79,0,2,NA,"19.17",0.789999999999999,0.990841335325737,0.829895845226194,-1.47155441365388,NA,-0.0755503929860512,-0.620368915365117,0.426215616848312,NA,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"370","10","DuplinWest",2016,"2",17,9,55.45,49.9,0,2,2.6,"17.9",-0.969999999999999,1.18543709748477,0.987614850000381,0.988660367417881,0.843155597131275,1.20886567595508,-0.076995358283126,0.109200481691432,0.00602558519939534,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"371","10","DuplinWest",2003,"2",10,18,40.1,60.23,0,2,2.9,"10.18",-2.41,0.869805988322287,1.196090613974,4.48917232519729,0.971657874059939,-0.848462600973857,0.619005292839629,-0.683560279911442,0.088287415080762,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"372","10","DuplinWest",2003,"15",8,6,42.44,52.28,0,2,4.2,"8.6",-3.42,0.920562746743088,1.03821380206809,6.37052670214718,1.40722864519026,-0.526878508635774,0.369990976068459,-1.10848621711062,0.776953967017535,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"373","10","DuplinWest",2003,"21",13,1,39.85,49.86,0,1,NA,"13.1",-3.49,0.864383257721774,0.990155703349558,6.50091759955955,NA,-0.88259484063368,0.239971988237995,-1.15534920240106,NA,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"374","10","DuplinWest",2012,"36",4,10,51.14,55.32,0,1,7.2,"4.10",0.289999999999999,1.10485890848185,1.09430168757215,-0.418576051779934,2.23309242329967,0.562909227938345,0.712304253728944,0.333952310226366,1.47994138903519,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"375","10","DuplinWest",2012,"29",11,21,41.82,57.73,0,2,2.1,"11.21",-2.61,0.903504097628292,1.14197462804664,3.76718446601941,0.651318623462404,-0.145291930321234,1.04410243359983,-0.806369382673908,-0.294313289581477,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"376","10","DuplinWest",2003,"20",11,22,56.99,48.52,0,2,2.4,"11.22",-0.830000000000005,1.23616566769295,0.963545020588058,1.54606349788953,0.804130654394433,1.55002312452384,0.150431882718419,-0.0288158066229027,-0.0840730836971764,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"377","10","DuplinWest",2003,"2",12,18,55.85,52.69,0,1,NA,"12.18",-3.63,1.21143801615461,1.04635587664437,6.76169939438429,NA,1.38288519144429,0.388676822972433,-1.27132660998847,NA,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"378","10","DuplinWest",2003,"22",7,13,42.53,41.71,0,2,11,"7.13",0.809999999999999,0.922514929759273,0.828307147747895,-1.5088089557717,3.68559883264115,-0.514435177498304,-0.634350153548136,0.435247766435636,2.80541870119582,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"379","10","DuplinWest",2003,"14",11,18,47.27,54.08,0,2,1.6,"11.18",0.580000000000002,1.025329901945,1.07395949532981,-1.08038172141678,0.536087102929622,0.148398878567167,0.446050504379152,0.331114112275465,-0.546693071878891,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"380","10","DuplinWest",2016,"2",19,22,39.21,39.01,0,2,3.2,"19.22",-3.85,0.838250470556863,0.772081268507312,3.92406434490603,1.03772996570003,-1.05444626182066,-1.41691335117091,-1.13580389320406,0.312306379381607,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"381","10","DuplinWest",2003,"14",13,14,46.96,54.38,0,2,5,"13.14",-1.79,1.01860571600036,1.07991711087342,3.33428151954487,1.67527219665507,0.104611805161369,0.457326876728154,-0.421712593534318,1.00846177225033,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"382","10","DuplinWest",2016,"9",13,24,49.23,61.66,0,2,2.2,"13.24",-0.810000000000002,1.05246290909243,1.22036736775598,0.825582368668543,0.713439351418771,0.34200605446708,1.36996842467008,0.194977415626709,-0.10261412641546,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"383","10","DuplinWest",2012,"22",9,3,NA,NA,0,2,5.2,"9.3",NA,NA,NA,NA,1.61278897238309,NA,NA,NA,0.970514454658265,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"384","10","DuplinWest",2012,"18",14,10,54.64,55.69,0,1,5,"14.10",2.84,1.18047498551913,1.10162076971969,-4.09915857605178,1.55075862729144,0.680053231024435,0.763707298051835,1.53792984196083,0.836670549241373,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"385","10","DuplinWest",2012,"29",13,22,NA,NA,0,2,1,"13.22",NA,NA,NA,NA,0.310151725458287,NA,NA,NA,-1.26244105678619,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"386","10","DuplinWest",2016,"3",9,6,50.27,58.92,0,1,5.8,"9.6",-2.76,1.07469653544742,1.16613761446939,2.81309547842614,1.88088556283131,0.486947213043852,1.03283570653302,-0.772845999140438,1.22346571451799,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"387","10","DuplinWest",2012,"29",16,8,51.42,47.39,0,2,2,"16.8",-0.379999999999995,1.11090819464483,0.937435953977663,0.548478964401288,0.620303450916575,0.574069155618054,-0.433891297138099,0.127738710012748,-0.437102468686399,"2012","duplin west","NC","Soy",34.983161,-78.039309,68
"388","10","DuplinWest",2003,"21",9,4,43.29,54.12,0,1,NA,"9.4",-2.73,0.939000030784833,1.07475384406895,5.08524499908241,NA,-0.409141862912898,0.447575340152742,-0.837522650467179,NA,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"389","10","DuplinWest",2003,"20",9,7,53.45,57.93,0,1,3.2,"9.7",3.82,1.15937980238968,1.15041556147292,-7.11561754450358,1.07217420585924,1.03333126070322,0.566700563278661,1.76731375291962,0.338026280085904,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"390","10","DuplinWest",2003,"22",14,12,40.97,48.37,0,1,4.2,"14.12",-0.219999999999999,0.888677090812072,0.960566212816248,0.409799963296016,1.40722864519026,-0.72934053878316,0.139481281907308,0.140403055897053,0.776953967017535,"2003","duplin west","NC","Soy",34.983161,-78.039309,68
"391","10","DuplinWest",2016,"3",19,19,43.57,40.51,0,2,2.8,"19.19",-4.23,0.93146067335278,0.801769089649608,4.31137459193571,0.908013719987527,-0.446808327787272,-1.23235164416158,-1.40702394059095,0.0844579835675267,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
"392","10","DuplinWest",2016,"21",17,23,52.11,55.14,0,2,2.4,"17.23",1.37,1.11403295130625,1.0913243051908,-1.39635536429124,0.778297474275023,0.743381570525831,0.567740204869493,0.929447917265738,-0.054256546708507,"2016","duplin west","NC","Soy",34.983161,-78.039309,68
